geo_type,region,transportation_type,alternative_name,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-18,2020-01-19,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01
city,Cape Town,driving,,100.0,103.48,102.96,105.3,101.37,85.96,81.93,106.21,109.59,108.76,111.59,117.15,98.44,89.27,111.09,119.37,120.49,130.31,132.03,115.82,114.99,142.77,137.57,133.67,139.36,147.28,121.7,107.2,118.47,128.22,131.06,139.35,145.24,112.85,104.22,120.3,125.73,124.85,126.34,129.86,101.46,97.39,111.4,119.18,128.48,129.43,146.96,121.98,105.18,113.99,115.52,118.27,119.71,130.56,120.07,95.62,103.0,109.71,106.93,107.2,114.97,93.92,75.17,81.0,77.16,68.77,64.6,62.91,46.82,39.17,47.75,53.18,59.26,58.41,8.14,7.52,8.56,10.47,11.68,11.28,12.06,14.52,10.89,9.91,12.22,12.86,13.65,15.43,12.88,12.94,9.85,12.16,15.37,16.52,17.03,17.45,13.7,11.6,16.02,17.45,18.17,17.93,20.17,16.6,13.57,15.83,19.9,22.84,25.89,28.42
city,Cape Town,walking,,100.0,103.53,100.79,104.95,100.12,92.99,80.45,106.27,109.66,111.07,112.22,124.49,109.98,95.73,117.04,128.53,129.97,124.58,131.59,142.63,129.91,165.91,158.73,148.43,166.88,194.7,138.03,115.78,127.55,130.79,143.63,146.36,168.18,133.29,115.37,128.05,129.08,129.61,132.15,138.92,127.47,98.23,115.75,119.37,132.18,125.55,142.6,138.62,104.45,120.05,117.99,118.99,140.86,135.5,136.5,99.53,106.98,112.28,102.21,105.5,113.87,105.71,79.92,85.99,74.77,63.73,61.5,60.14,43.63,35.74,39.33,41.3,43.16,41.6,8.15,8.48,8.48,11.54,11.78,11.98,12.83,12.83,10.74,8.39,10.42,13.84,14.22,15.43,14.98,15.19,12.22,12.22,15.22,15.4,15.66,14.84,13.63,11.42,11.83,18.22,16.66,17.46,19.19,15.93,13.54,16.9,17.84,28.35,31.79,29.91
city,Charlotte,driving,,100.0,102.45,106.51,111.42,130.02,116.21,86.55,103.85,106.98,105.34,110.31,121.02,120.24,81.29,100.23,107.32,105.3,109.3,122.45,121.25,82.74,101.73,105.4,104.77,102.02,128.37,118.69,88.2,106.68,109.53,110.91,116.26,146.3,130.8,91.64,111.41,110.74,114.02,98.74,127.99,135.98,91.47,108.33,114.58,118.72,129.98,152.67,157.0,106.57,121.14,115.33,115.97,119.06,143.36,145.8,100.47,115.18,116.77,118.2,117.04,125.45,112.16,76.03,88.35,81.42,79.36,78.72,86.98,74.32,50.69,61.39,63.33,70.2,56.6,64.29,57.94,45.84,58.67,55.39,58.56,61.36,69.12,60.26,46.37,61.53,61.46,64.14,66.48,70.8,63.5,37.08,66.42,69.62,72.03,74.63,84.66,76.82,56.51,69.84,74.8,75.96,69.89,88.41,77.18,63.07,78.45,81.29,80.56,83.98,97.17
city,Charlotte,transit,,100.0,98.24,100.72,98.92,106.88,95.27,88.55,98.16,103.16,99.22,98.6,99.8,105.85,81.21,100.31,100.68,96.13,97.78,100.67,103.34,81.42,99.45,100.63,103.19,92.18,103.11,100.34,87.85,104.39,101.59,110.67,107.82,119.78,108.57,86.31,105.67,108.75,100.36,85.96,112.22,115.84,86.5,95.27,105.39,105.22,111.52,121.47,124.15,94.18,102.65,99.81,99.64,99.35,116.45,117.44,85.36,102.71,103.43,100.0,98.86,98.11,91.83,68.92,74.13,72.46,63.36,63.55,66.25,55.73,44.74,51.83,51.59,53.82,45.96,49.97,46.19,41.72,51.16,43.99,44.8,50.12,49.66,50.03,42.56,50.75,49.76,47.39,49.78,47.29,44.97,34.56,49.08,48.34,44.01,49.86,52.25,50.27,42.47,51.11,48.74,49.01,44.66,52.15,46.21,49.25,54.93,54.06,53.07,51.08,56.31
city,Charlotte,walking,,100.0,104.79,112.58,113.66,151.61,174.87,112.0,106.97,111.26,104.86,109.33,122.62,160.79,88.17,97.24,109.59,103.18,105.58,121.16,164.6,91.37,102.85,100.3,107.82,96.84,140.75,153.63,94.1,100.16,106.7,109.32,111.55,169.95,184.53,103.03,108.0,104.35,103.91,90.99,147.93,187.43,99.25,97.36,115.43,123.66,133.9,177.4,239.5,124.88,116.07,110.53,115.35,110.76,160.54,200.82,111.96,114.55,114.79,119.32,116.2,132.46,155.62,78.26,85.4,78.15,81.01,78.81,88.15,81.37,53.59,59.87,61.48,73.42,58.91,71.19,67.69,55.48,66.78,56.17,60.65,67.28,75.22,68.3,55.4,66.34,68.31,71.12,75.08,77.33,74.87,39.25,71.21,75.63,75.07,76.48,89.42,83.0,60.49,71.84,79.78,79.08,67.01,92.84,80.28,71.64,85.13,85.32,82.44,82.6,100.52
city,Chicago,driving,,100.0,103.68,104.45,108.72,132.8,113.44,87.48,100.24,101.3,100.51,104.47,121.92,118.55,85.17,93.81,97.36,98.96,103.79,124.37,122.53,85.96,94.62,97.39,102.86,103.66,117.63,124.27,88.41,98.78,105.64,108.54,115.99,147.32,141.24,111.31,111.07,104.69,105.82,110.84,132.55,138.5,100.83,99.41,100.35,103.39,114.33,139.02,142.31,105.39,105.25,108.28,110.71,116.43,137.62,144.91,107.11,105.68,109.76,107.34,105.61,118.59,104.18,73.81,79.01,73.67,64.5,62.72,68.97,51.2,33.74,44.91,48.52,52.11,49.1,54.99,47.85,38.57,49.45,50.11,51.83,53.18,60.69,51.68,42.15,50.47,54.89,52.65,54.2,62.27,57.07,38.31,52.4,54.24,58.82,60.37,63.03,66.6,52.76,63.72,62.0,61.3,64.21,71.76,64.36,57.52,62.12,64.69,62.47,68.94,82.63
city,Chicago,transit,,100.0,100.93,100.61,103.79,120.72,100.06,76.4,94.32,97.02,98.67,100.8,112.21,103.35,75.74,96.07,95.64,96.13,102.01,116.01,101.81,80.54,96.17,94.76,99.22,101.71,110.71,109.33,80.62,98.65,101.01,103.53,110.52,126.91,116.21,97.71,102.23,104.2,104.22,106.83,127.11,119.65,92.28,95.35,96.83,98.87,107.54,125.54,119.67,90.08,100.09,101.8,103.07,107.55,121.35,120.36,92.86,99.12,102.0,97.18,90.19,92.55,71.48,51.63,48.56,41.09,33.64,31.04,29.79,23.26,19.23,23.17,23.53,24.42,22.26,23.87,21.64,20.57,22.72,22.37,21.76,22.58,23.05,20.35,19.46,21.63,23.4,22.1,21.57,22.89,21.0,18.1,22.65,22.24,21.46,22.3,21.91,22.47,21.57,24.87,23.54,23.36,23.31,22.93,21.12,21.61,23.38,23.51,22.92,24.02,25.48
city,Chicago,walking,,100.0,104.58,107.2,104.82,128.05,142.28,94.61,94.64,90.79,96.11,97.16,128.42,145.78,92.82,92.37,93.16,94.11,100.39,135.92,152.61,105.94,96.07,94.47,95.46,97.42,132.03,162.66,92.79,95.88,100.79,100.75,108.59,169.24,202.36,153.66,107.31,101.66,103.78,109.88,152.73,197.98,132.62,94.5,91.12,95.13,111.01,153.08,190.37,137.23,110.47,110.86,115.71,121.4,152.14,210.66,152.32,99.89,114.13,109.88,113.02,145.88,154.52,85.03,64.43,69.29,47.92,47.39,52.42,44.05,30.86,38.71,43.43,52.92,39.76,44.42,41.54,34.73,42.66,40.45,46.02,49.62,58.08,47.03,43.43,45.63,59.13,46.38,43.13,53.01,54.02,38.82,42.32,41.34,41.05,47.57,46.64,62.15,53.67,56.26,50.12,46.18,48.73,55.14,46.7,56.41,48.9,52.88,42.55,52.79,69.78
city,Cincinnati,driving,,100.0,104.86,104.35,106.22,124.17,112.85,83.18,95.03,102.99,101.94,104.78,126.14,114.47,78.77,92.44,99.29,100.38,105.36,121.4,117.2,79.76,96.26,108.7,100.97,105.62,116.34,111.07,82.18,99.64,106.42,109.56,117.19,136.47,128.03,91.63,102.95,106.42,108.71,112.34,134.44,134.16,89.92,101.04,112.15,112.91,112.7,142.95,138.43,96.07,104.03,112.65,116.24,119.49,137.23,137.72,97.45,122.44,111.84,110.37,103.78,111.78,89.56,64.72,75.95,72.26,68.24,67.16,75.88,60.54,46.36,58.62,51.18,57.0,58.36,63.22,56.29,47.75,57.76,56.82,58.02,62.22,71.32,60.87,46.0,60.63,63.5,65.76,67.94,74.48,66.36,41.63,60.55,66.12,71.11,75.9,76.61,76.79,58.42,75.65,75.52,79.81,78.57,90.36,77.71,57.86,80.21,83.49,77.61,83.27,101.89
city,Cincinnati,transit,,100.0,103.46,94.33,95.09,99.97,90.46,75.3,84.75,100.86,100.24,101.36,102.19,90.22,72.7,93.88,101.71,97.04,98.26,104.67,92.58,74.44,97.58,94.92,95.18,91.7,100.06,87.2,77.66,96.93,100.27,95.48,98.52,102.93,97.37,82.48,101.71,99.11,101.54,94.98,104.88,104.43,88.21,95.27,95.72,99.73,96.63,110.11,115.19,87.85,95.27,107.57,97.58,100.65,102.42,109.57,77.66,103.66,97.87,95.04,87.32,93.41,73.46,65.54,71.6,65.54,59.34,55.41,61.5,54.96,45.66,57.54,50.68,56.65,57.18,56.44,51.8,57.09,60.49,52.07,55.88,61.97,60.46,54.91,45.24,62.12,61.05,64.15,58.39,54.43,51.06,42.35,51.3,54.88,49.85,50.86,49.44,49.44,47.02,55.41,52.39,53.49,48.46,54.2,43.68,44.86,55.88,61.85,51.33,51.39,57.15
city,Cincinnati,walking,,100.0,101.93,93.66,96.21,126.89,151.72,82.08,83.33,90.45,88.45,92.57,122.26,139.32,75.85,78.08,85.43,89.3,101.82,126.65,147.13,83.75,85.34,84.75,85.33,92.13,115.49,130.9,81.15,83.94,90.64,88.0,100.19,145.71,177.02,101.33,90.54,90.09,101.36,97.75,143.06,177.85,87.25,81.76,98.06,92.48,95.49,136.37,179.86,102.31,88.28,104.2,106.84,109.59,137.06,194.96,108.26,96.73,97.2,95.06,92.58,110.4,99.07,62.48,69.47,70.17,58.81,60.34,71.36,57.69,46.71,57.33,53.13,65.91,61.32,64.52,62.77,61.29,64.88,56.14,60.33,65.0,79.1,69.02,52.96,65.91,69.27,72.76,67.98,74.82,70.87,49.91,57.01,65.88,65.46,69.69,70.3,81.32,60.44,80.8,75.23,80.39,68.05,88.26,78.94,56.17,82.56,84.68,69.39,79.44,100.25
city,Cleveland,driving,,100.0,104.64,106.7,106.88,125.8,109.55,83.52,97.06,101.47,102.5,106.83,125.44,126.81,82.84,94.72,101.38,101.65,105.97,123.71,124.77,83.55,97.58,102.14,101.66,103.88,119.64,119.84,88.6,101.03,108.45,107.18,111.17,138.39,130.64,97.74,105.32,105.52,107.45,109.39,134.01,137.73,97.79,102.15,109.15,110.93,113.13,132.58,137.0,97.97,106.14,110.88,113.89,121.95,136.16,141.22,102.14,109.53,108.85,108.71,104.51,113.76,100.56,71.16,81.41,77.12,72.44,72.32,78.69,65.97,52.6,59.66,52.53,58.38,63.09,66.62,55.86,52.11,58.32,61.14,63.38,66.97,76.38,72.06,50.02,65.87,63.32,70.1,66.42,76.01,76.9,44.98,62.22,68.67,73.61,75.62,77.17,81.85,64.59,81.34,74.29,76.87,82.1,93.15,91.34,61.34,84.83,85.62,83.3,85.63,102.85
city,Cleveland,transit,,100.0,99.44,96.41,97.21,99.47,72.99,57.55,78.74,98.24,95.17,90.93,96.43,73.91,59.99,95.0,99.74,93.0,96.35,101.19,79.81,67.78,98.97,101.03,96.4,95.95,93.05,75.48,66.59,98.69,100.65,97.89,99.11,99.04,78.49,65.76,94.32,100.77,103.65,95.59,100.89,81.26,69.56,99.42,100.64,95.93,88.38,97.33,80.53,66.8,98.53,105.43,98.72,101.51,101.55,80.31,67.84,96.3,97.46,90.09,87.77,90.97,65.62,53.16,68.99,61.88,57.09,53.6,57.97,41.01,40.44,44.18,43.76,43.84,43.39,42.82,36.3,36.95,40.47,42.45,43.19,43.36,44.81,39.22,34.86,42.14,41.06,42.43,40.47,40.21,39.9,34.05,41.26,42.26,36.04,39.37,38.02,37.04,32.8,47.19,39.5,39.13,41.32,43.12,42.1,33.82,43.25,42.94,41.6,43.48,47.54
city,Cleveland,walking,,100.0,108.16,106.3,99.08,138.42,139.25,81.58,97.68,96.25,97.42,103.92,136.64,173.06,83.67,90.82,105.63,104.04,106.22,129.3,156.78,88.8,103.8,97.85,97.04,97.64,120.23,149.73,93.07,98.2,105.55,109.98,106.68,147.89,164.37,106.7,108.79,100.42,105.93,107.19,144.47,186.03,103.67,104.45,102.09,108.87,101.63,133.77,172.76,100.05,102.52,110.17,116.12,125.92,146.63,186.32,120.21,117.66,113.19,109.73,111.5,119.79,117.23,78.62,90.45,84.47,76.52,80.65,88.48,69.3,60.87,66.1,62.53,75.1,81.88,76.35,64.17,67.55,63.49,70.98,73.9,83.55,90.02,89.75,59.5,80.84,76.92,85.64,75.47,83.42,92.79,56.33,69.32,74.17,76.27,80.39,81.09,88.89,77.01,94.86,79.81,76.98,87.25,98.64,106.95,67.3,98.46,95.97,91.57,90.8,110.42
city,Cologne,driving,Köln,100.0,94.81,95.04,97.11,107.21,104.64,83.92,92.87,97.35,93.95,94.22,99.96,94.84,82.35,91.68,94.9,93.96,94.5,111.24,107.3,87.12,95.23,100.15,99.04,95.57,109.98,101.28,73.6,92.57,115.29,101.75,101.67,113.33,109.35,86.78,99.44,102.53,106.05,113.31,108.61,109.73,82.53,90.27,90.68,88.1,94.09,97.42,96.0,79.66,97.17,103.64,100.38,107.35,100.63,97.48,80.2,85.29,86.0,85.55,87.54,76.84,70.51,54.64,57.29,51.16,45.72,41.99,37.18,29.86,29.83,37.23,35.49,35.16,37.87,39.55,35.36,29.68,40.46,41.9,43.92,42.04,39.46,38.18,41.44,45.39,45.81,47.89,47.08,39.66,40.08,34.2,37.53,47.09,49.34,52.2,51.43,43.41,44.83,54.73,55.74,57.77,57.11,54.74,51.29,50.62,55.93,54.61,57.36,59.68,45.35
city,Cologne,transit,Köln,100.0,99.91,96.18,97.26,111.85,113.46,88.93,93.66,93.66,88.2,90.16,97.05,100.82,83.53,87.8,88.09,89.37,91.59,105.17,120.26,99.21,100.61,99.15,94.01,90.28,110.31,111.01,79.07,96.91,105.93,98.04,95.53,109.2,118.54,115.21,192.64,174.48,167.24,270.13,226.22,291.59,210.04,213.28,151.77,137.17,139.12,169.05,169.81,140.18,142.89,136.88,148.7,157.99,158.95,166.92,132.82,141.02,125.43,118.74,107.15,103.62,96.53,73.46,64.15,52.73,44.41,38.42,31.56,25.93,28.82,31.21,32.26,33.96,35.45,32.5,31.45,33.28,36.47,38.74,35.56,35.33,36.26,32.03,40.0,39.56,43.04,40.73,36.88,40.03,33.84,38.1,39.53,45.9,44.44,46.31,46.16,46.31,49.96,52.76,51.68,55.8,52.53,48.29,49.26,52.0,54.07,53.99,51.94,48.12,48.23
city,Cologne,walking,Köln,100.0,105.98,106.25,115.44,134.22,178.12,84.19,92.34,98.18,95.55,97.19,116.57,152.21,81.6,85.92,91.77,95.07,100.72,145.93,172.31,94.25,102.37,102.56,103.49,104.1,137.61,170.42,64.79,81.95,114.59,113.9,108.01,151.66,196.31,94.49,105.2,109.18,119.55,250.47,172.59,232.53,119.51,198.7,98.3,83.6,87.63,115.04,149.74,80.0,84.14,92.53,100.08,105.37,121.62,155.9,79.11,88.11,78.58,79.83,80.22,88.17,96.52,51.81,54.35,45.78,40.1,35.78,26.54,25.08,27.13,27.56,28.92,28.95,32.35,35.0,34.48,20.7,30.09,33.19,34.38,34.22,30.67,39.09,43.12,40.87,42.05,44.32,43.5,44.87,39.81,36.92,32.28,35.71,43.25,48.82,47.98,40.94,41.43,46.96,47.56,50.42,52.89,48.3,51.14,51.3,49.89,41.08,43.55,43.14,37.39
city,Colorado Springs,driving,,100.0,106.5,106.93,108.68,129.23,121.16,88.95,101.95,101.42,103.25,106.85,124.94,123.1,84.18,94.88,98.4,98.76,105.5,129.5,125.89,89.56,90.53,77.17,99.37,106.87,91.86,120.92,79.11,98.99,103.89,106.49,122.05,155.44,158.44,108.48,107.08,85.87,110.32,153.81,140.0,134.27,81.0,104.11,100.88,114.4,119.93,145.59,137.8,99.85,104.05,116.18,116.6,118.44,144.93,147.0,105.69,118.5,120.52,121.14,117.84,113.3,111.99,84.98,99.36,84.75,87.87,66.38,77.21,72.22,59.49,68.86,72.25,72.41,53.76,61.61,56.11,47.73,58.57,65.78,64.45,61.74,62.69,61.49,53.63,65.18,66.78,67.61,66.82,75.76,69.96,36.69,53.09,65.42,76.35,66.14,80.58,75.18,62.41,76.02,76.03,79.57,79.99,87.99,85.72,70.22,87.57,88.7,90.62,95.91,111.69
city,Colorado Springs,transit,,100.0,103.43,105.1,104.9,112.75,90.59,80.39,105.69,106.47,117.35,111.08,112.65,97.35,84.41,96.57,96.57,90.88,113.92,102.55,107.35,71.86,82.25,97.06,83.92,107.55,99.41,102.65,64.02,100.98,102.45,104.12,111.57,115.2,114.71,82.25,101.18,75.29,92.16,126.67,106.47,96.18,73.53,99.51,88.43,107.25,95.98,118.63,107.16,81.47,95.88,112.75,109.12,107.94,120.69,112.84,88.14,111.47,117.84,105.49,100.49,81.18,76.67,62.25,82.45,74.02,69.31,54.12,50.1,53.73,36.67,59.51,47.65,50.78,40.0,45.39,38.33,37.55,42.06,45.2,48.43,44.61,38.53,38.43,34.41,42.06,51.27,45.39,40.69,54.51,44.41,30.39,36.08,39.71,46.76,38.43,48.82,41.18,40.29,53.63,51.57,49.12,48.53,57.65,44.61,43.43,63.92,63.63,65.49,62.35,61.76
city,Colorado Springs,walking,,100.0,102.52,99.62,102.07,128.24,130.55,89.66,97.13,99.95,100.14,105.7,128.48,136.36,85.89,91.24,94.35,89.85,100.56,129.74,132.69,98.44,82.86,66.68,86.74,96.63,90.67,120.72,74.75,92.39,91.45,94.82,112.11,159.56,169.67,113.57,98.09,70.75,96.11,138.22,140.74,149.77,80.07,101.55,92.47,103.93,116.42,151.44,144.35,93.92,96.65,114.63,112.86,113.87,155.23,165.68,110.9,125.9,126.0,123.48,116.56,104.81,123.43,90.37,113.8,84.98,90.02,67.08,69.01,74.0,67.83,74.8,82.99,80.05,61.61,62.37,57.19,50.9,61.87,71.69,68.2,62.36,59.45,66.13,64.56,77.67,73.9,78.5,73.98,81.75,81.63,39.85,49.04,65.5,71.9,61.63,82.81,77.46,62.27,78.69,75.84,85.35,77.98,88.1,85.21,67.26,95.01,91.69,96.42,97.83,114.25
city,Columbus,driving,,100.0,105.2,107.01,108.17,124.56,111.36,84.67,96.89,102.56,104.35,107.18,125.51,117.59,81.19,95.05,110.39,102.39,110.07,129.18,124.96,87.57,98.34,105.7,102.85,107.99,118.62,114.5,88.69,104.56,106.97,119.63,117.95,140.81,129.83,96.21,105.68,107.03,110.14,115.09,133.53,136.93,95.5,101.62,111.19,115.21,114.01,134.61,135.71,101.51,105.25,112.48,116.4,121.88,136.9,134.65,99.64,107.87,106.23,105.44,101.42,108.92,89.36,67.73,76.51,72.94,68.93,66.3,80.97,61.96,50.0,59.08,50.18,56.64,59.29,61.57,52.55,48.09,55.45,56.41,58.64,62.48,70.16,63.79,45.49,62.74,59.06,65.09,63.18,72.41,66.17,42.03,59.37,64.33,69.29,71.06,73.93,75.31,59.78,74.9,72.0,74.71,73.3,87.09,79.23,56.62,78.65,77.9,75.57,80.3,94.27
city,Columbus,transit,,100.0,100.74,98.77,98.46,97.39,87.25,70.49,83.56,92.4,100.09,93.19,98.04,91.12,69.1,93.11,98.69,96.02,97.56,101.9,96.55,78.05,98.86,94.8,90.58,95.28,95.85,88.02,71.97,100.2,99.11,96.93,97.39,109.17,95.08,72.03,88.02,93.12,97.59,98.0,107.25,100.2,77.71,94.67,95.87,96.07,90.93,101.26,97.58,83.12,92.14,98.06,100.54,103.27,103.61,89.98,72.93,89.19,83.78,88.81,77.38,73.71,57.32,53.78,57.68,60.07,52.61,53.16,51.74,44.03,42.03,48.38,45.22,50.31,52.76,48.58,44.03,45.07,50.02,48.98,51.65,50.91,52.84,49.38,42.26,51.48,51.05,54.05,46.99,46.04,43.56,32.07,45.3,45.13,44.2,44.02,43.22,45.37,39.81,48.97,49.09,45.27,43.51,52.04,45.47,38.19,51.31,49.91,46.36,48.24,46.28
city,Columbus,walking,,100.0,111.4,103.81,103.27,120.12,129.77,73.6,79.46,94.44,98.2,99.15,118.44,125.31,68.22,82.38,91.9,92.67,94.64,122.17,145.14,84.6,88.13,91.44,90.71,91.24,112.14,126.03,76.91,90.13,92.09,94.66,98.92,141.71,153.4,93.05,95.85,93.18,94.96,100.47,131.95,167.05,87.53,87.54,92.12,93.94,94.95,126.92,154.73,97.62,88.36,97.1,103.11,116.13,122.82,145.08,104.28,90.11,83.08,83.61,81.46,93.54,84.85,57.96,61.92,60.08,53.69,52.41,62.49,50.0,45.35,50.42,48.2,61.79,58.53,53.2,52.03,53.54,48.96,51.07,53.46,62.9,69.7,64.41,42.3,65.33,60.38,68.16,55.42,60.11,60.04,37.63,51.68,56.2,56.06,59.42,57.77,64.59,52.5,70.08,60.71,63.04,57.21,75.06,71.68,47.57,71.03,69.16,60.69,65.12,80.05
city,Copenhagen,driving,København,100.0,103.18,106.19,104.64,109.86,101.87,95.48,102.31,103.86,107.13,108.26,111.26,101.22,91.93,100.73,104.96,108.66,110.84,122.78,109.6,102.08,104.09,107.56,108.46,106.39,109.67,98.45,84.98,96.37,100.66,99.76,103.37,107.03,96.48,90.17,98.55,105.26,109.11,115.36,115.29,102.34,92.56,101.26,111.61,109.12,110.57,119.61,108.36,98.98,100.04,103.74,105.72,106.88,111.67,104.69,93.75,96.6,97.71,89.13,64.81,61.42,55.14,48.27,55.5,53.28,49.0,52.82,51.0,46.13,44.51,50.57,51.98,53.51,55.05,57.35,51.26,49.04,55.7,62.4,60.68,60.46,62.01,57.63,61.11,69.52,71.54,72.73,56.71,56.58,56.86,55.6,59.64,68.18,71.48,72.9,74.28,67.22,70.76,76.53,80.15,82.19,84.21,79.21,69.95,70.91,77.41,80.85,78.97,81.5,82.62
city,Copenhagen,transit,København,100.0,98.03,96.54,100.9,113.79,112.37,98.93,95.27,99.54,97.72,103.23,117.48,111.78,96.4,98.7,105.47,110.63,114.76,130.47,123.42,113.12,100.33,99.28,107.37,100.99,115.03,112.96,98.36,99.38,104.2,99.67,104.13,115.73,113.95,103.07,103.72,110.98,116.16,128.27,135.34,129.72,101.71,98.87,102.52,102.87,100.63,116.42,123.34,100.64,95.06,99.6,99.07,101.96,114.55,111.45,93.5,90.58,88.24,76.57,46.9,40.06,35.67,28.27,26.32,23.25,19.97,23.74,21.09,19.52,20.04,19.08,19.97,19.75,20.41,20.63,21.47,19.99,20.93,22.28,22.68,23.83,22.66,25.33,24.79,26.06,26.88,25.51,24.76,24.87,24.34,25.13,26.58,26.89,28.99,29.29,31.54,28.83,32.5,33.85,34.4,33.69,36.06,34.36,34.66,35.73,34.88,35.55,34.53,36.96,41.1
city,Copenhagen,walking,København,100.0,99.48,106.96,109.75,137.76,133.13,97.78,101.47,103.68,107.31,108.24,139.59,140.83,89.87,97.06,109.2,117.28,121.47,153.62,149.73,106.98,102.75,101.94,110.84,111.03,137.06,139.67,81.72,97.79,102.36,101.22,116.92,146.5,133.19,84.58,97.32,109.14,122.81,132.64,159.19,132.96,90.12,98.72,98.94,110.19,115.23,148.98,140.95,98.93,100.92,102.5,106.83,113.29,140.58,147.21,92.02,91.66,89.97,87.83,51.88,54.91,59.17,38.72,43.38,40.19,36.32,45.26,42.58,44.74,36.65,39.25,40.43,42.61,44.8,50.88,49.36,38.69,41.67,47.5,42.96,41.33,45.84,51.46,53.3,58.78,60.78,58.65,52.28,53.98,51.32,52.19,46.03,52.89,57.28,60.05,66.96,66.0,64.01,68.39,70.54,73.67,76.23,72.64,69.95,62.52,63.55,68.24,56.64,54.85,70.8
city,Corpus Christi,driving,,100.0,102.49,104.45,106.87,124.88,117.68,84.83,101.22,100.04,100.25,106.12,121.8,120.16,82.4,96.84,102.56,103.11,102.69,127.39,126.67,80.27,100.76,105.42,102.11,108.09,127.2,126.36,87.29,102.68,104.24,107.54,120.6,143.79,140.54,101.47,113.02,113.46,110.04,113.46,135.84,135.08,93.84,106.73,114.75,116.01,117.67,139.55,146.88,102.84,113.1,117.11,115.96,127.34,159.12,161.33,119.89,137.0,141.43,150.62,144.86,160.5,163.75,113.4,117.53,109.81,104.17,100.5,104.07,73.72,55.36,73.89,72.67,69.61,68.47,67.68,57.0,45.63,60.99,66.63,66.88,65.37,73.41,53.96,44.81,62.39,65.3,70.11,70.17,73.25,62.41,39.94,69.89,71.2,78.12,78.8,86.76,74.14,61.35,81.61,80.75,82.28,87.69,101.01,102.86,77.89,89.45,90.05,89.71,98.56,121.03
city,Corpus Christi,transit,,100.0,103.87,93.33,103.01,97.42,94.19,88.6,91.83,109.46,87.74,103.01,85.59,99.35,80.43,109.68,110.97,84.3,107.53,113.98,100.43,60.86,110.75,112.26,100.43,101.94,90.11,106.88,68.17,113.98,91.83,97.63,126.45,122.15,98.49,98.71,120.0,128.39,110.32,116.56,131.83,101.29,93.76,98.06,112.04,90.11,98.06,109.46,123.23,85.38,116.56,126.45,112.47,113.55,127.31,109.46,93.12,128.39,119.78,113.55,111.4,113.12,105.38,78.28,132.9,87.53,81.94,74.41,95.05,57.2,49.89,73.33,54.62,51.61,54.19,58.28,47.96,40.86,49.68,45.38,58.49,53.55,64.52,38.71,44.09,50.97,55.7,51.83,49.03,47.96,39.57,29.25,46.88,39.35,45.38,49.89,54.62,44.3,40.86,61.72,43.66,48.17,57.2,54.62,47.74,38.49,50.11,66.02,48.82,46.45,63.01
city,Corpus Christi,walking,,100.0,98.04,103.48,99.02,121.69,126.94,85.08,102.04,95.89,93.93,96.4,125.69,139.86,79.56,95.85,108.3,102.9,96.79,124.28,128.27,74.94,88.96,106.38,98.55,104.39,125.18,135.94,78.43,98.9,94.79,109.79,117.11,150.27,150.9,93.5,106.58,110.96,96.75,100.55,138.02,143.7,88.14,99.33,104.66,105.09,109.98,136.1,156.62,97.18,105.44,116.88,103.33,126.86,161.04,175.41,121.89,148.04,141.78,155.32,140.33,163.23,194.21,107.6,117.03,120.79,111.08,104.31,95.65,71.14,58.65,78.03,75.25,78.66,79.91,70.56,59.2,46.87,65.07,71.53,72.59,66.05,80.15,54.5,53.33,66.6,67.89,84.81,71.38,79.72,68.25,40.02,70.36,73.34,83.16,78.03,97.81,78.94,60.61,87.0,86.45,86.73,83.99,112.33,105.05,75.18,88.8,89.98,89.62,99.45,132.11
